apartment_id,building_age_years,wing,entrance,floor,apartment_area_m2,ceiling_height_m,window_quality,heating_type,corner_apartment,room_temp_c,window_ventilation_per_day,humidity_pct,radiator_distance_m,children_count,cat_present,robot_vacuum,tree_species,tree_height_cm,tree_form,stand_type,cut_days_before_jan1,potted_tree,waterings_per_week,mist_spray,tinsel_level,ornaments_weight_kg,led_garland,garland_hours_per_day,survived_to_18jan
apt_train_025196,27,west,1,8,40.7,2.88,old,central,0,21.1,5,41.0,1.07,0,0,0,fir,173,normal,simple_stand,16,0,6.0,1,medium,2.96,1,1.2,0
apt_train_025197,27,east,7,15,24.4,2.63,normal,central,1,23.2,3,42.0,0.2,0,1,0,pine,132,normal,unknown,7,0,2.0,0,high,4.01,1,11.0,0
apt_train_025198,27,east,8,17,70.3,2.55,normal,central,0,19.0,3,48.0,0.27,0,0,0,fir,157,dense,water_reservoir,0,0,4.0,0,high,3.21,1,8.4,1
apt_train_025199,27,south,12,11,73.4,2.62,normal,central,1,20.6,3,31.0,0.65,0,0,1,spruce,85,normal,simple_stand,7,0,5.0,0,medium,2.48,1,15.8,0
apt_train_025200,27,east,10,6,46.8,2.84,normal,electric_heater,0,24.0,0,37.0,3.5,0,0,1,spruce,200,dense,simple_stand,9,0,5.0,0,low,1.02,1,8.7,1
apt_train_025201,27,east,3,6,37.8,2.5,normal,central,1,21.8,1,60.0,0.46,0,1,0,spruce,114,normal,water_reservoir,9,0,6.0,1,high,2.96,1,14.4,1
apt_train_025202,27,east,5,4,18.0,2.66,normal,central,1,23.5,1,52.0,2.71,0,0,1,spruce,209,normal,simple_stand,14,0,7.0,0,medium,2.83,1,7.1,1
apt_train_025203,27,west,10,23,76.5,2.75,normal,central,0,23.9,2,27.0,1.32,0,0,0,spruce,215,normal,water_reservoir,0,1,6.0,0,low,2.48,1,4.3,1
apt_train_025204,27,south,8,18,50.4,2.91,old,central,0,23.4,1,35.0,0.58,1,0,0,spruce,184,dense,bucket,11,0,3.0,0,high,2.89,0,4.0,0
apt_train_025205,27,north,12,25,64.6,2.84,normal,electric_heater,1,22.8,2,35.0,0.83,1,1,0,spruce,163,dense,simple_stand,11,0,1.0,1,medium,4.79,0,1.6,1
apt_train_025206,27,south,12,30,40.0,,normal,central,1,25.0,2,26.0,3.04,0,0,0,spruce,177,normal,simple_stand,0,0,3.0,0,low,2.48,1,12.9,0
apt_train_025207,27,west,3,12,81.6,2.67,new,central,1,20.7,2,46.0,1.8,0,1,0,spruce,176,normal,simple_stand,10,0,3.0,1,medium,3.8,1,0.0,1
apt_train_025208,27,south,4,14,62.5,2.7,old,electric_heater,0,22.7,4,39.0,1.42,0,0,0,spruce,150,normal,simple_stand,7,0,3.0,1,medium,1.23,0,13.1,0
apt_train_025209,27,east,3,24,85.8,2.78,old,electric_heater,1,22.9,4,,1.11,0,0,0,fir,151,normal,simple_stand,7,0,8.0,0,high,4.43,1,8.2,1
apt_train_025210,27,west,8,17,66.9,2.58,normal,central,0,22.5,3,65.0,1.31,0,1,1,spruce,214,sparse,simple_stand,3,0,0.0,1,medium,1.86,1,11.4,1
apt_train_025211,27,east,8,27,54.8,2.68,normal,central,0,23.3,1,56.0,1.94,0,0,0,spruce,157,dense,simple_stand,11,0,7.0,0,low,2.23,0,3.7,1
apt_train_025212,27,east,4,2,45.8,2.7,normal,central,0,25.1,2,36.0,0.64,1,1,0,fir,193,dense,simple_stand,10,0,1.0,0,high,2.39,1,12.1,0
apt_train_025213,27,east,12,24,75.7,2.68,normal,central,1,23.3,2,47.0,0.76,0,0,1,spruce,180,sparse,water_reservoir,12,0,5.0,1,medium,3.78,1,11.3,1
apt_train_025214,27,west,6,16,43.0,2.69,new,electric_heater,1,23.5,1,37.0,1.15,1,0,1,fir,169,dense,simple_stand,7,0,0.0,0,medium,4.05,1,9.1,0
apt_train_025215,27,south,4,12,37.0,2.51,normal,central,0,23.2,1,39.0,0.45,1,1,1,fir,232,normal,simple_stand,8,0,1.0,0,medium,2.91,0,5.7,0
apt_train_025216,27,west,6,11,44.2,,new,central,1,20.7,3,32.0,0.94,1,0,0,pine,159,dense,water_reservoir,12,0,,0,low,3.05,1,2.3,0
apt_train_025217,27,east,1,7,37.6,2.73,normal,central,0,21.7,3,28.0,1.01,0,0,0,spruce,99,normal,simple_stand,9,0,3.0,1,medium,3.37,0,8.1,1
apt_train_025218,27,south,3,8,24.4,2.55,normal,central,1,24.9,1,30.0,,0,0,0,spruce,140,dense,simple_stand,5,0,,0,low,0.83,1,7.4,0
apt_train_025219,27,east,6,14,45.2,2.87,new,central,1,21.7,2,,0.28,0,0,0,fir,159,normal,simple_stand,13,0,2.0,1,medium,4.19,1,10.8,0
apt_train_025220,27,east,8,29,42.5,2.68,new,central,0,21.1,1,43.0,0.75,0,1,0,pine,178,normal,bucket,14,0,2.0,1,medium,2.3,0,12.3,0
apt_train_025221,27,east,12,12,51.0,2.5,new,central,1,19.1,2,50.0,0.93,0,1,0,fir,210,normal,water_reservoir,17,0,8.0,1,low,1.65,1,7.9,1
apt_train_025222,27,south,5,28,21.4,2.83,old,central,1,21.2,3,39.0,0.46,0,0,0,spruce,154,dense,simple_stand,2,0,4.0,0,medium,3.57,0,0.0,1
apt_train_025223,27,south,7,9,39.9,2.81,normal,central,0,25.3,2,35.0,1.37,0,0,1,spruce,150,sparse,unknown,3,0,9.0,0,low,3.33,1,8.5,1
apt_train_025224,27,east,2,19,46.7,2.7,old,central,0,24.3,2,,0.97,0,0,0,spruce,199,normal,simple_stand,6,0,1.0,1,low,2.3,1,0.0,1
apt_train_025225,27,west,12,29,49.1,2.64,normal,central,1,23.7,2,29.0,0.37,3,0,0,fir,153,dense,simple_stand,0,0,2.0,0,low,,1,,0
apt_train_025226,27,west,9,23,49.6,2.77,old,central,1,24.2,3,50.0,0.49,1,1,1,spruce,145,dense,water_reservoir,2,0,9.0,1,medium,2.06,1,14.9,0
apt_train_025227,27,north,1,10,64.6,2.72,new,central,0,23.4,2,39.0,3.04,0,0,0,pine,155,normal,simple_stand,11,0,1.0,0,medium,,1,6.7,0
apt_train_025228,27,north,7,30,41.1,2.76,normal,electric_heater,0,21.7,0,57.0,1.39,0,1,0,spruce,197,dense,simple_stand,13,0,2.0,1,medium,3.23,1,,1
apt_train_025229,27,north,12,23,62.3,2.66,normal,electric_heater,1,23.4,1,38.0,1.71,1,0,0,fir,121,dense,simple_stand,11,0,0.0,0,medium,2.09,1,8.2,0
apt_train_025230,27,north,10,18,32.5,2.66,normal,central,1,20.7,3,,1.6,0,0,0,spruce,156,dense,water_reservoir,11,0,7.0,1,low,,0,0.0,0
apt_train_025231,27,north,10,18,26.0,2.65,normal,central,1,20.2,1,31.0,0.33,0,0,0,spruce,170,sparse,simple_stand,5,0,3.0,1,low,2.22,1,0.0,1
apt_train_025232,27,west,9,16,50.5,2.63,new,central,1,21.7,2,43.0,0.39,0,1,0,spruce,162,dense,water_reservoir,6,0,4.0,0,medium,2.61,1,6.2,0
apt_train_025233,27,north,5,28,42.7,,normal,central,0,21.2,0,46.0,0.31,2,0,0,spruce,178,dense,simple_stand,8,0,,1,high,,1,2.7,0
apt_train_025234,27,north,12,19,49.4,2.62,old,central,1,19.5,4,53.0,0.15,4,0,0,spruce,192,dense,simple_stand,8,0,5.0,1,medium,2.55,0,4.0,0
apt_train_025235,27,west,4,2,69.7,2.65,normal,central,0,25.1,3,34.0,0.68,1,0,0,spruce,186,normal,bucket,5,0,2.0,1,medium,0.34,1,1.2,1
apt_train_025236,27,west,4,17,70.9,2.61,normal,central,0,20.3,1,49.0,2.12,2,0,0,pine,119,normal,bucket,9,0,1.0,0,medium,,1,7.6,1
apt_train_025237,27,west,1,28,84.0,2.92,normal,central,0,23.2,1,42.0,2.23,1,0,0,pine,156,dense,simple_stand,12,0,2.0,1,medium,3.18,0,11.7,1
apt_train_025238,27,east,5,12,18.0,2.84,old,central,1,22.8,4,20.0,1.02,1,1,1,fir,188,dense,simple_stand,11,0,5.0,0,low,2.87,1,7.0,0
apt_train_025239,27,west,4,16,47.4,2.84,normal,central,0,22.8,1,44.0,0.91,0,0,1,spruce,124,normal,simple_stand,3,0,10.0,0,medium,1.74,1,9.6,1
apt_train_025240,27,south,12,27,63.2,2.82,normal,central,1,24.0,3,32.0,0.73,0,0,0,fir,192,normal,simple_stand,15,0,2.0,0,low,2.11,1,10.2,0
apt_train_025241,27,north,5,29,56.5,2.61,normal,central,0,23.0,1,42.0,1.6,1,1,0,fir,146,normal,simple_stand,11,0,2.0,0,medium,2.56,0,,1
apt_train_025242,27,west,8,22,82.0,2.86,old,electric_heater,0,19.6,2,46.0,1.19,0,0,0,spruce,143,normal,unknown,9,0,10.0,0,medium,3.39,1,12.1,1
apt_train_025243,27,west,3,27,51.3,2.87,normal,central,1,25.0,1,,0.89,0,1,0,spruce,163,normal,water_reservoir,11,0,8.0,0,high,0.32,1,7.6,0
apt_train_025244,27,east,9,22,85.4,2.59,new,central,1,23.6,2,32.0,0.78,1,0,0,spruce,209,sparse,simple_stand,5,0,3.0,0,low,1.53,0,8.2,0
apt_train_025245,27,east,12,13,36.4,2.72,normal,central,1,23.2,5,45.0,0.15,0,0,0,spruce,89,dense,simple_stand,9,0,2.0,1,low,0.9,1,5.2,0
apt_train_025246,27,north,9,5,56.6,2.72,normal,central,1,21.0,2,19.0,,2,0,0,fir,184,normal,simple_stand,4,0,3.0,0,high,2.87,1,11.9,1
apt_train_025247,27,east,9,20,18.0,2.62,normal,central,1,18.8,2,,1.51,0,0,0,spruce,129,normal,bucket,14,0,3.0,0,high,3.01,1,4.6,1
apt_train_025248,27,east,9,15,57.6,2.8,old,electric_heater,1,22.4,2,41.0,1.94,0,0,0,spruce,189,dense,simple_stand,8,0,5.0,0,high,2.08,0,8.5,1
apt_train_025249,27,south,2,13,69.0,2.88,new,electric_heater,0,23.7,0,20.0,1.09,2,1,0,fir,150,normal,water_reservoir,10,0,6.0,0,medium,1.44,0,5.2,0
apt_train_025250,27,east,3,21,63.9,2.81,normal,central,1,21.1,2,18.0,1.67,0,0,0,spruce,211,dense,simple_stand,18,0,1.0,1,low,2.34,1,5.9,0
apt_train_025251,27,west,7,4,22.1,2.45,old,central,1,22.9,3,,0.33,2,0,0,spruce,188,normal,water_reservoir,12,0,6.0,1,medium,1.78,0,,1
apt_train_025252,27,north,1,18,49.1,2.59,normal,electric_heater,0,24.8,1,45.0,0.72,0,0,0,fir,190,normal,water_reservoir,4,1,6.0,1,medium,2.19,1,5.5,1
apt_train_025253,27,south,12,10,47.2,2.73,normal,central,1,22.6,2,,1.16,0,0,1,spruce,252,dense,simple_stand,7,0,2.0,1,medium,1.97,0,2.5,0
apt_train_025254,27,south,5,9,48.0,2.67,new,central,0,20.6,0,48.0,0.46,1,1,0,spruce,192,normal,water_reservoir,13,0,6.0,1,high,3.71,1,6.9,0
apt_train_025255,27,west,6,14,44.6,2.75,normal,central,1,22.2,3,44.0,,2,0,0,spruce,230,dense,simple_stand,10,0,0.0,0,low,3.68,1,6.2,0
apt_train_025256,27,east,1,3,46.3,2.89,normal,central,0,23.9,1,29.0,1.04,0,0,0,fir,159,normal,water_reservoir,11,0,6.0,0,medium,2.41,0,4.8,1
apt_train_025257,27,west,8,15,42.1,2.64,old,central,0,22.3,3,37.0,0.87,1,0,0,fir,176,normal,bucket,16,0,5.0,0,medium,,1,0.0,1
apt_train_025258,27,south,2,5,49.3,2.58,new,electric_heater,0,25.9,6,40.0,1.09,0,0,0,spruce,201,normal,bucket,10,0,3.0,1,medium,1.97,0,4.5,1
apt_train_025259,27,north,12,16,32.3,2.93,new,central,1,23.3,1,27.0,1.73,0,0,1,spruce,97,normal,bucket,11,0,6.0,1,medium,,0,7.9,0
apt_train_025260,27,north,10,14,56.6,2.98,normal,electric_heater,0,22.1,2,31.0,0.41,1,0,0,spruce,210,normal,simple_stand,10,0,3.0,1,low,2.73,0,6.9,1
apt_train_025261,27,west,8,10,18.0,2.96,old,central,1,21.1,3,46.0,0.26,0,1,0,spruce,150,normal,water_reservoir,15,0,6.0,0,low,2.83,1,12.8,0
apt_train_025262,27,south,5,23,18.0,2.71,old,central,1,21.4,2,34.0,0.65,0,0,0,fir,213,dense,simple_stand,9,0,2.0,0,medium,1.67,1,7.6,0
apt_train_025263,27,east,1,18,34.2,2.55,normal,central,1,24.0,3,53.0,,1,1,0,spruce,139,dense,simple_stand,8,0,5.0,0,medium,3.17,1,7.9,0
apt_train_025264,27,north,8,17,35.8,2.68,old,central,0,18.5,1,44.0,1.3,1,1,0,fir,209,normal,water_reservoir,14,0,4.0,0,medium,3.28,1,0.0,1
apt_train_025265,27,west,1,22,62.3,2.65,normal,central,0,23.2,2,52.0,0.53,2,1,1,spruce,187,dense,simple_stand,6,0,0.0,0,medium,1.87,0,1.3,0
apt_train_025266,27,east,10,6,71.3,2.88,old,central,0,23.5,3,44.0,0.42,0,0,0,spruce,134,normal,bucket,11,0,5.0,0,medium,2.93,1,8.5,1
apt_train_025267,27,east,2,8,34.2,2.7,normal,central,1,24.2,2,41.0,0.57,1,0,1,spruce,195,dense,water_reservoir,1,0,7.0,0,medium,1.65,1,8.5,1
apt_train_025268,27,west,4,26,46.6,2.61,normal,electric_heater,0,26.5,2,36.0,0.8,0,0,1,pine,142,sparse,simple_stand,8,0,2.0,1,medium,1.63,0,3.5,0
apt_train_025269,27,north,10,10,58.8,2.64,new,central,0,20.3,0,37.0,2.33,0,0,0,spruce,184,sparse,unknown,3,0,4.0,0,medium,2.8,1,,0
apt_train_025270,27,west,6,14,64.1,2.68,new,central,1,21.6,3,31.0,3.5,0,1,0,pine,212,dense,bucket,12,0,3.0,1,medium,2.27,1,11.4,0
apt_train_025271,27,north,3,13,48.0,2.86,normal,central,1,21.1,2,54.0,1.0,0,0,1,spruce,138,dense,simple_stand,12,0,3.0,0,low,1.03,1,8.9,0
apt_train_025272,27,south,1,4,18.0,2.69,normal,central,1,23.8,6,29.0,1.05,0,0,0,pine,134,normal,simple_stand,5,0,4.0,0,low,3.56,0,,1
apt_train_025273,27,south,6,3,54.1,2.57,old,central,1,22.3,3,30.0,1.5,0,0,0,fir,98,normal,bucket,14,0,1.0,1,high,2.99,0,,1
apt_train_025274,27,east,10,11,31.1,2.68,normal,central,1,20.8,1,34.0,1.2,0,0,0,fir,205,dense,simple_stand,11,0,1.0,1,medium,2.07,1,0.0,0
apt_train_025275,27,east,11,8,65.2,2.55,normal,central,0,20.8,1,51.0,1.95,1,0,0,pine,125,normal,simple_stand,7,0,3.0,1,medium,2.91,0,9.1,1
apt_train_025276,27,south,7,10,38.9,2.68,old,electric_heater,0,24.3,4,26.0,1.6,0,0,0,spruce,163,dense,simple_stand,6,0,1.0,0,high,,1,12.1,1
apt_train_025277,27,east,1,4,48.4,2.78,old,central,0,21.9,3,49.0,0.78,2,0,0,spruce,107,normal,simple_stand,13,0,1.0,0,medium,2.14,0,11.1,1
apt_train_025278,27,west,3,13,74.5,2.92,new,central,1,21.9,4,37.0,0.28,0,0,0,fir,151,normal,water_reservoir,13,0,6.0,0,medium,0.17,1,8.1,0
apt_train_025279,27,west,9,28,39.3,2.52,normal,central,1,22.5,3,29.0,0.47,0,0,0,spruce,205,normal,simple_stand,7,0,2.0,0,high,3.22,0,0.5,1
apt_train_025280,27,east,4,2,46.1,2.62,normal,central,0,24.5,2,39.0,0.77,1,0,0,pine,147,normal,bucket,14,0,1.0,0,high,3.75,1,6.6,0
apt_train_025281,27,north,8,17,47.1,2.82,normal,electric_heater,0,23.8,1,,1.3,2,1,0,spruce,164,normal,simple_stand,2,0,6.0,1,medium,2.18,1,11.7,1
apt_train_025282,27,east,10,24,49.7,2.7,normal,central,0,21.8,2,48.0,0.75,1,1,1,spruce,149,normal,water_reservoir,5,0,2.0,0,medium,,0,5.5,1
apt_train_025283,27,west,9,2,26.9,2.69,new,central,1,22.5,5,,0.96,2,0,0,fir,221,normal,bucket,7,0,4.0,0,medium,2.47,1,9.4,1
apt_train_025284,27,west,3,17,48.3,2.89,normal,central,1,27.1,1,46.0,2.41,1,0,0,fir,183,normal,water_reservoir,3,0,6.0,0,medium,5.18,1,4.1,1
apt_train_025285,27,south,5,6,85.9,2.94,normal,central,0,23.6,0,37.0,0.43,1,1,0,spruce,222,normal,bucket,16,0,6.0,0,low,1.24,0,0.7,0
apt_train_025286,27,north,5,28,64.9,2.61,normal,central,0,21.4,3,,1.53,1,0,0,spruce,203,dense,bucket,6,0,9.0,0,medium,0.0,0,0.0,0
apt_train_025287,27,west,12,22,66.7,2.77,old,central,1,23.3,6,,0.87,2,0,0,fir,150,normal,bucket,15,0,1.0,0,low,2.06,0,7.9,0
apt_train_025288,27,north,7,27,94.2,2.8,old,central,0,21.8,4,,0.69,0,0,1,pine,162,dense,simple_stand,13,0,3.0,1,medium,0.0,1,12.0,0
apt_train_025289,27,south,4,8,45.9,2.77,new,central,0,25.2,0,44.0,0.95,0,0,0,spruce,212,normal,bucket,11,0,5.0,0,low,1.82,1,5.1,1
apt_train_025290,27,west,3,13,53.0,2.92,old,electric_heater,1,24.6,2,41.0,1.37,0,0,0,pine,213,normal,simple_stand,2,0,,1,medium,2.78,1,10.6,0
apt_train_025291,27,south,5,26,70.5,2.71,new,central,0,22.6,1,42.0,2.1,1,0,0,spruce,204,normal,simple_stand,11,0,,0,medium,2.15,0,6.0,1
apt_train_025292,27,south,6,10,46.1,2.78,normal,central,1,22.0,2,51.0,0.48,1,0,0,spruce,132,normal,bucket,3,0,1.0,0,medium,1.27,1,1.1,0
apt_train_025293,27,south,8,10,50.7,2.52,normal,central,0,23.2,3,18.0,0.95,0,0,1,pine,148,sparse,simple_stand,6,0,1.0,0,medium,1.49,1,21.8,0
apt_train_025294,27,south,6,3,42.6,2.54,normal,central,1,21.7,1,50.0,1.44,0,0,0,spruce,162,dense,bucket,4,0,2.0,0,medium,3.37,0,7.0,0
apt_train_025295,27,east,3,19,75.7,2.64,old,central,1,19.4,4,30.0,0.16,1,0,0,fir,157,sparse,water_reservoir,5,0,5.0,0,medium,2.79,1,2.9,0
apt_train_025296,27,east,3,14,49.4,,normal,electric_heater,1,21.1,4,46.0,0.21,0,0,0,spruce,180,normal,bucket,7,0,3.0,1,medium,4.55,1,1.7,0
apt_train_025297,27,east,8,23,55.1,2.72,normal,central,0,22.8,0,47.0,2.04,2,0,0,fir,154,dense,simple_stand,6,0,3.0,0,medium,2.47,0,7.3,0
apt_train_025298,27,east,2,2,71.1,2.61,normal,central,0,23.2,1,28.0,0.18,1,1,0,fir,211,normal,simple_stand,11,0,4.0,0,low,1.7,0,6.8,0
apt_train_025299,27,north,1,22,53.9,2.7,new,central,0,24.0,1,29.0,1.36,0,0,0,spruce,243,normal,simple_stand,13,0,5.0,0,low,2.53,0,,0
apt_train_025300,27,east,10,8,79.2,2.58,normal,central,0,20.3,4,41.0,0.72,2,1,0,spruce,150,dense,water_reservoir,9,0,4.0,0,medium,3.37,1,12.0,0
apt_train_025301,27,east,4,7,41.7,2.69,new,central,0,23.2,1,37.0,0.61,2,0,1,spruce,173,normal,simple_stand,14,0,5.0,0,high,2.77,1,9.3,0
apt_train_025302,27,north,12,26,52.8,2.78,normal,electric_heater,1,24.5,5,36.0,1.26,0,0,0,fir,188,normal,bucket,6,0,3.0,0,medium,3.39,0,4.1,1
apt_train_025303,27,south,3,19,65.9,2.8,new,central,1,23.1,2,30.0,0.15,0,0,0,spruce,190,sparse,unknown,13,0,5.0,0,low,3.0,0,5.3,0
apt_train_025304,27,east,3,24,60.8,2.58,old,electric_heater,1,24.1,3,38.0,1.85,0,0,0,pine,177,normal,simple_stand,7,0,4.0,0,medium,1.36,1,9.7,0
apt_train_025305,27,south,8,13,35.5,2.77,old,central,0,25.4,2,41.0,0.15,0,0,0,pine,143,normal,unknown,12,0,1.0,0,medium,2.49,0,9.2,0
apt_train_025306,27,east,1,14,40.3,2.69,old,electric_heater,0,23.1,1,65.0,0.2,1,0,0,spruce,164,normal,unknown,10,0,6.0,0,medium,3.32,1,8.6,1
apt_train_025307,27,east,5,5,74.1,2.8,new,central,0,21.4,1,25.0,1.48,1,0,0,spruce,135,dense,simple_stand,3,0,5.0,0,medium,0.18,1,0.0,0
apt_train_025308,27,west,7,3,71.9,2.64,normal,central,0,23.7,1,48.0,2.04,0,0,0,fir,130,normal,simple_stand,10,0,4.0,0,medium,0.82,1,7.1,1
apt_train_025309,27,north,1,14,51.8,2.9,normal,central,0,24.6,0,28.0,2.18,0,0,0,fir,156,normal,bucket,4,0,2.0,0,low,1.4,1,13.1,0
apt_train_025310,27,west,11,3,65.5,2.6,normal,central,0,21.3,1,36.0,0.35,1,0,0,spruce,218,normal,simple_stand,12,0,3.0,0,high,3.43,1,0.6,0
apt_train_025311,27,south,1,14,60.8,2.52,normal,central,0,20.3,1,53.0,1.38,2,1,0,spruce,171,dense,bucket,9,0,9.0,0,low,0.89,0,3.5,1
apt_train_025312,27,east,5,25,50.7,2.79,normal,central,0,23.3,5,38.0,0.97,0,0,0,spruce,130,normal,simple_stand,6,0,,0,low,1.48,1,17.4,0
apt_train_025313,27,west,6,7,40.4,2.66,old,central,1,20.6,2,28.0,0.49,0,0,1,spruce,163,dense,simple_stand,21,0,2.0,1,medium,1.55,1,7.6,0
apt_train_025314,27,east,1,14,45.8,2.79,new,central,0,24.5,1,,0.85,0,0,0,pine,150,normal,water_reservoir,0,0,,0,low,2.12,1,,1
apt_train_025315,27,west,10,26,38.7,2.5,normal,central,0,20.9,0,45.0,0.53,0,0,0,fir,106,normal,simple_stand,8,0,1.0,0,high,3.82,0,3.2,1
apt_train_025316,27,west,3,26,31.3,2.79,new,central,1,24.0,2,67.0,1.43,1,0,0,pine,169,normal,simple_stand,2,0,4.0,0,medium,1.21,1,0.0,0
apt_train_025317,27,south,12,14,123.1,2.79,old,central,1,22.9,2,42.0,1.67,0,1,0,pine,120,dense,simple_stand,6,0,5.0,0,medium,2.51,1,8.2,0
apt_train_025318,27,south,9,17,61.4,2.65,old,central,1,23.7,7,44.0,,0,1,0,spruce,185,dense,simple_stand,11,0,4.0,0,low,2.83,0,0.0,0
apt_train_025319,27,east,12,24,37.9,2.65,old,electric_heater,1,22.7,4,39.0,0.45,1,0,0,spruce,184,dense,simple_stand,5,0,3.0,1,medium,0.74,1,14.9,0
apt_train_025320,27,east,1,16,114.5,2.8,normal,central,0,23.2,1,32.0,1.24,2,0,1,spruce,141,sparse,simple_stand,11,0,4.0,1,high,2.57,1,15.5,0
apt_train_025321,27,east,12,6,73.1,2.45,old,central,1,23.6,2,46.0,0.38,1,1,0,spruce,163,sparse,simple_stand,11,0,4.0,0,high,2.73,0,,0
apt_train_025322,27,north,4,6,63.4,2.54,new,central,0,24.8,2,39.0,1.27,2,1,0,pine,225,dense,simple_stand,9,0,4.0,0,medium,3.05,1,14.7,1
apt_train_025323,27,west,6,1,43.1,2.46,old,central,1,22.9,5,32.0,0.68,1,0,0,spruce,136,normal,simple_stand,0,0,1.0,0,medium,2.52,1,0.9,0
apt_train_025324,27,south,1,4,70.1,,normal,central,0,22.1,0,37.0,0.23,0,1,0,fir,170,normal,bucket,21,0,4.0,1,medium,1.87,1,0.0,1
apt_train_025325,27,west,11,10,31.2,2.72,normal,central,1,23.5,2,38.0,0.45,0,0,0,spruce,251,normal,bucket,7,0,4.0,0,low,2.14,0,8.9,0
apt_train_025326,27,east,12,21,71.8,2.62,old,central,1,18.1,4,54.0,1.28,1,0,1,pine,185,dense,simple_stand,11,0,3.0,0,medium,4.67,1,1.9,0
apt_train_025327,27,south,11,4,96.0,2.77,normal,central,0,24.1,0,44.0,1.0,2,0,0,spruce,228,dense,water_reservoir,2,0,2.0,1,medium,3.28,1,12.4,0
apt_train_025328,27,north,2,10,62.0,2.76,normal,central,0,20.0,1,45.0,1.75,1,0,1,spruce,133,dense,simple_stand,0,0,4.0,1,high,4.54,1,6.5,1
apt_train_025329,27,north,10,5,83.0,2.56,old,central,0,23.5,3,34.0,1.08,0,0,1,spruce,152,normal,water_reservoir,0,0,4.0,1,low,2.37,1,,0
apt_train_025330,27,north,5,24,46.2,2.63,normal,central,0,21.9,2,42.0,1.01,0,1,0,spruce,162,dense,simple_stand,8,0,0.0,0,medium,2.57,1,8.7,1
apt_train_025331,27,north,6,28,60.5,2.61,new,central,1,22.5,3,38.0,1.7,0,0,0,spruce,193,dense,water_reservoir,7,0,5.0,0,low,1.86,1,12.5,1
apt_train_025332,27,east,3,29,35.6,2.9,normal,central,1,23.1,2,52.0,0.88,1,1,1,spruce,166,dense,simple_stand,14,0,9.0,0,medium,2.11,0,12.7,0
apt_train_025333,27,south,5,21,48.8,2.64,normal,central,0,22.8,0,41.0,1.95,0,0,0,pine,171,dense,water_reservoir,12,0,4.0,1,low,2.01,1,11.6,0
apt_train_025334,27,east,12,11,67.7,2.5,old,central,1,18.1,4,44.0,1.06,0,0,0,pine,191,normal,water_reservoir,9,0,8.0,0,high,2.52,1,6.3,0
apt_train_025335,27,east,7,24,45.3,2.77,normal,central,0,22.4,1,40.0,1.2,0,0,0,pine,207,normal,water_reservoir,5,0,6.0,0,medium,3.29,1,5.4,1
apt_train_025336,27,east,6,7,60.9,2.62,normal,central,1,24.4,1,52.0,1.01,1,0,1,pine,183,normal,simple_stand,3,0,0.0,0,low,3.0,0,8.3,0
apt_train_025337,27,east,4,18,58.6,2.6,new,central,0,22.8,1,37.0,0.72,1,0,0,pine,209,dense,simple_stand,11,0,1.0,0,high,1.4,0,5.5,0
apt_train_025338,27,south,2,5,76.0,2.82,normal,central,0,20.6,1,35.0,2.4,0,0,0,spruce,172,dense,water_reservoir,9,0,5.0,1,medium,1.62,0,2.6,0
apt_train_025339,27,north,7,10,80.3,2.7,normal,central,0,22.5,1,33.0,2.15,0,1,1,spruce,163,dense,simple_stand,0,0,7.0,1,medium,3.29,1,10.1,1
apt_train_025340,27,south,9,14,45.9,2.64,old,central,1,20.3,4,57.0,0.54,0,1,0,fir,178,dense,simple_stand,12,0,1.0,1,high,3.15,1,,1
apt_train_025341,27,north,8,25,73.2,2.75,normal,central,0,24.0,0,55.0,2.58,0,1,0,spruce,204,sparse,bucket,7,0,4.0,0,medium,2.8,1,0.6,0
apt_train_025342,27,west,3,16,46.2,2.96,new,central,1,18.5,2,51.0,0.15,1,0,1,spruce,173,dense,bucket,9,0,2.0,1,medium,3.26,1,,0
apt_train_025343,27,east,7,1,76.5,2.82,normal,central,0,23.8,3,27.0,0.31,2,0,0,spruce,211,dense,simple_stand,15,0,4.0,0,low,1.21,0,5.2,1
apt_train_025344,27,north,11,12,22.3,2.48,new,electric_heater,1,22.8,3,54.0,0.89,0,1,0,fir,140,sparse,simple_stand,0,0,2.0,1,medium,1.82,1,4.7,0
apt_train_025345,27,east,7,13,48.1,2.75,normal,electric_heater,0,26.0,3,35.0,1.15,0,0,1,spruce,144,normal,simple_stand,7,0,1.0,0,medium,2.27,1,,0
apt_train_025346,27,south,1,9,58.4,2.73,new,central,0,22.6,0,38.0,3.27,1,0,0,fir,150,normal,simple_stand,8,0,6.0,0,medium,2.09,1,0.0,1
apt_train_025347,27,south,3,17,52.5,2.7,normal,electric_heater,1,22.4,1,43.0,0.83,0,0,0,spruce,103,sparse,water_reservoir,15,0,6.0,0,medium,2.07,1,15.6,1
apt_train_025348,27,north,8,22,79.1,2.94,old,electric_heater,0,24.0,2,53.0,1.68,0,0,0,fir,131,normal,simple_stand,6,0,0.0,0,high,2.16,0,4.1,0
apt_train_025349,27,north,7,30,68.5,2.7,new,central,0,22.4,0,48.0,0.15,1,0,0,fir,122,normal,bucket,13,0,6.0,1,medium,2.56,1,2.6,0
